#Datasets	 Sample01	 Sample02	 Sample03	 Sample04
"SEED-2021;Membrane Transport;ABC transporters;AttEFGH ABC Transport System;"	 160	 115	 147	 91
"SEED-2021;Membrane Transport;ABC transporters;Dpp dipeptide ABC transport system;"	 2939	 3968	 5361	 3634
"SEED-2021;Membrane Transport;ABC transporters;Efflux ABC transporter MdlAB;"	 9	 13	 17	 5
"SEED-2021;Membrane Transport;ABC transporters;Efflux ABC transporter YadGH;"	 29	 5	 1	 27
"SEED-2021;Membrane Transport;ABC transporters;Glutathione ABC transporter;"	 1	 0	 0	 3
"SEED-2021;Membrane Transport;ABC transporters;Glycerol ABC transporter;"	 254	 115	 138	 319
"SEED-2021;Membrane Transport;ABC transporters;Maintenance of outer membrane lipid asymmetry;"	 375	 452	 418	 286
"SEED-2021;Membrane Transport;ABC transporters;Nucleoside ABC transporter cluster;"	 326	 200	 225	 371
"SEED-2021;Membrane Transport;ABC transporters;PEB1, the major cell-binding factor of Campylobacter jejuni;"	 2	 8	 9	 0
"SEED-2021;Membrane Transport;ABC transporters;Peptide ABC transport system Sap;"	 2	 1	 1	 3
"SEED-2021;Membrane Transport;Agrobacterium opine transport;"	 21	 4	 1	 26
"SEED-2021;Membrane Transport;Cation transporters;Copper transport and blue copper proteins;"	 264	 168	 166	 173
"SEED-2021;Membrane Transport;Cation transporters;Copper Transport System;"	 1505	 2825	 3308	 1068
"SEED-2021;Membrane Transport;Cation transporters;Copper uptake system CopCD;"	 76	 16	 4	 63
"SEED-2021;Membrane Transport;Cation transporters;Magnesium transport;"	 1211	 2380	 2496	 1062
"SEED-2021;Membrane Transport;Cation transporters;Potassium-transporting ATPase;"	 2510	 3384	 3397	 2586
"SEED-2021;Membrane Transport;Cation transporters;Trk and Ktr potassium uptake systems;"	 51	 175	 262	 33
"SEED-2021;Membrane Transport;Lipopolysaccharide transporter LptABC;"	 2	 5	 1	 6
"SEED-2021;Membrane Transport;Lipoprotein transporter to outer membrane Lol;"	 362	 316	 272	 341
"SEED-2021;Membrane Transport;Lpt lipopolysaccharide transport system;"	 367	 238	 240	 312
"SEED-2021;Membrane Transport;Multidrug efflux systems;Mycobacterial multidrug efflux systems implicated in AMR ;"	 11	 1	 3	 26
"SEED-2021;Membrane Transport;Multidrug efflux systems;DevBCA efflux pump transporter (of ABC type) cyanobacterial;"	 22	 6	 4	 29
"SEED-2021;Membrane Transport;Multidrug efflux systems;Efflux ABC transporters BmrCD and LmrCD involved in multidrug resistance;"	 3	 4	 7	 4
"SEED-2021;Membrane Transport;Multidrug efflux systems;Multidrug resistance RND efflux system MexEFOprN;"	 1026	 236	 203	 1207
"SEED-2021;Membrane Transport;Multidrug efflux systems;Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria TEMP;"	 14	 18	 13	 45
"SEED-2021;Membrane Transport;Multidrug efflux systems;Mycobacterial lipid and multidrug efflux system proteins MmpL, MmpS;"	 32	 27	 42	 72
"SEED-2021;Membrane Transport;Multidrug efflux systems;Small efflux transporters of SMR family;"	 0	 1	 1	 0
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite efflux system (of RND type) associated with Geranylgeranyl-PP synthase;"	 0	 44	 42	 1
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite multidrug efflux systems (of MFS type) EmrKY-TolC and EmrAB-TolC;"	 142	 21	 9	 139
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite multidrug efflux systems (of MFS type) in Gram-negative bacteria;"	 1273	 410	 261	 1555
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite multidrug efflux systems (of RND type) AcrAB-TolC and related transporters;"	 7	 2	 4	 13
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite multidrug efflux systems (of RND type) in Pseudomonas;"	 6307	 3195	 2051	 6670
"SEED-2021;Membrane Transport;Multidrug efflux systems;Tripartite multidrug efflux systems (of RND type) MdtABC-TolC;"	 299	 111	 52	 335
"SEED-2021;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Conjugative transfer;"	 401	 37	 43	 497
"SEED-2021;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Type 4 secretion and conjugative transfer;"	 451	 127	 81	 454
"SEED-2021;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Type IV pilus;"	 1707	 1705	 1447	 1147
"SEED-2021;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;Vir-like type 4 secretion system;"	 264	 32	 15	 322
"SEED-2021;Membrane Transport;Protein secretion system;EcsAB transporter affecting expression and secretion of secretory preproteins;"	 2	 1	 2	 0
"SEED-2021;Membrane Transport;Protein secretion system;Two partner secretion pathway (TPS);"	 4	 13	 4	 3
"SEED-2021;Membrane Transport;Protein secretion system, Type I;Type I secretion systems disambiguation;"	 161	 38	 26	 239
"SEED-2021;Membrane Transport;Protein secretion system, Type II;General Secretion Pathway;"	 312	 184	 108	 302
"SEED-2021;Membrane Transport;Protein secretion system, Type II;Predicted secretion system W clustering with cell division proteins;"	 2	 45	 17	 7
"SEED-2021;Membrane Transport;Protein secretion system, Type II;Predicted secretion system X;"	 17	 15	 6	 5
"SEED-2021;Membrane Transport;Protein secretion system, Type II;Widespread colonization island;"	 1479	 1660	 1929	 1233
"SEED-2021;Membrane Transport;Protein secretion system, Type III;Type III secretion systems;"	 13	 6	 0	 9
"SEED-2021;Membrane Transport;Protein secretion system, Type VI;Type VI secretion system;"	 921	 484	 334	 853
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 protein secretion system in Mycobacteria (locus ESX-5);"	 3	 0	 0	 16
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Firmicutes and Actinobacteria;"	 32	 18	 23	 60
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Firmicutes extended;"	 0	 0	 1	 0
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Mycobacteria (locus ESX-1);"	 0	 0	 2	 0
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Mycobacteria (locus ESX-2);"	 0	 0	 0	 1
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Mycobacteria (locus ESX-3);"	 6	 0	 0	 13
"SEED-2021;Membrane Transport;Protein secretion system, Type VII;ESAT-6 proteins secretion system in Mycobacteria (locus ESX-4);"	 2	 2	 1	 3
"SEED-2021;Membrane Transport;TAM transport system;"	 82	 28	 40	 86
"SEED-2021;Membrane Transport;Tricarboxylate transport system;"	 333	 610	 700	 440
"SEED-2021;Membrane Transport;Uni- Sym- and Antiporters;Citrate uptake cluster;"	 3	 5	 0	 1
"SEED-2021;Membrane Transport;Uni- Sym- and Antiporters;Multi-subunit cation antiporter;"	 2	 38	 61	 9
"SEED-2021;Membrane Transport;Uni- Sym- and Antiporters;Na(+) H(+) antiporter;"	 4	 25	 51	 1
"SEED-2021;Membrane Transport;Uni- Sym- and Antiporters;NhaA, NhaD and Sodium-dependent phosphate transporters;"	 202	 125	 121	 296
"SEED-2021;Membrane Transport;Utilization systems for glycans and polysaccharides (PULs, SUS);"	 469	 1185	 2750	 570
"SEED-2021;Metabolism;Amino Acids and Derivatives;Alanine, serine, and glycine;D-3-phosphoglycerate to phosphoserine module;"	 286	 146	 151	 319
"SEED-2021;Metabolism;Amino Acids and Derivatives;Alanine, serine, and glycine;Glycine cleavage system;"	 119	 161	 169	 112
"SEED-2021;Metabolism;Amino Acids and Derivatives;Alanine, serine, and glycine;L-serine dehydratase subunits;"	 9	 13	 9	 11
"SEED-2021;Metabolism;Amino Acids and Derivatives;Alanine, serine, and glycine;Sarcosine oxidases, monomeric and heterotetrameric;"	 472	 49	 83	 448
"SEED-2021;Metabolism;Amino Acids and Derivatives;Amino acid racemase;"	 278	 477	 526	 253
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Anaerobic Oxidative Degradation of L-Ornithine;"	 2	 123	 111	 0
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Arginine biosynthesis;"	 484	 834	 735	 316
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Arginine biosynthesis via N-acetyl-L-citrulline;"	 557	 703	 738	 370
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Arginine decarboxylase and Agmatinase cluster;"	 150	 108	 84	 165
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Arginine succinyltransferase pathway;"	 52	 16	 10	 28
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Cyanophycin Metabolism;"	 473	 373	 643	 381
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;DAP (1,3-diaminopropane) production;"	 7	 57	 89	 8
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Methylhydantoinase;"	 1545	 403	 617	 1850
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Polyamine Metabolism;"	 1967	 2112	 2444	 2008
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Putrescine utilization;"	 123	 46	 40	 126
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Urea carboxylase and Allophanate hydrolase cluster;"	 1483	 260	 278	 1798
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Urea cycle;"	 601	 423	 409	 505
"SEED-2021;Metabolism;Amino Acids and Derivatives;Arginine_ urea cycle, creatine, polyamines;Urease subunits;"	 492	 53	 62	 497
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Aromatic amino acid interconversions with aryl acids;"	 50	 156	 131	 49
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate Synthesis;"	 1657	 1894	 1843	 1587
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Homogentisate pathway;"	 1024	 337	 357	 1115
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Indole-pyruvate oxidoreductase complex;"	 481	 945	 886	 607
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Indoleacetamide metabolism;"	 29	 4	 2	 40
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Phenylalanine and Tyrosine synthesis 1;"	 729	 956	 878	 651
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Prenylated indole derivatives in actinomycetes;"	 0	 1	 0	 7
"SEED-2021;Metabolism;Amino Acids and Derivatives;Aromatic amino acids and derivatives;Tryptophan synthesis;"	 1631	 1986	 1709	 1323
"SEED-2021;Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Branched-Chain Amino Acid Biosynthesis;"	 4062	 5011	 5127	 4051
"SEED-2021;Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val];"	 100	 81	 134	 131
"SEED-2021;Metabolism;Amino Acids and Derivatives;Branched-chain amino acids;HMG CoA Synthesis;"	 1278	 759	 884	 1315
"SEED-2021;Metabolism;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine_ ammonia assimilation;Aspartate to Homoserine module;"	 9	 25	 29	 15
"SEED-2021;Metabolism;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine_ ammonia assimilation;Glutamate dehydrogenases;"	 599	 467	 548	 518
"SEED-2021;Metabolism;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine_ ammonia assimilation;Glutamate fermentation;"	 9	 42	 20	 10
"SEED-2021;Metabolism;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine_ ammonia assimilation;Glutamine synthetases;"	 818	 948	 1049	 729
"SEED-2021;Metabolism;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine_ ammonia assimilation;Poly-gamma-glutamate biosynthesis;"	 4	 36	 46	 5
"SEED-2021;Metabolism;Amino Acids and Derivatives;Histidine Metabolism;Histidine Biosynthesis;"	 469	 700	 761	 453
"SEED-2021;Metabolism;Amino Acids and Derivatives;Histidine Metabolism;Histidine Biosynthesis -- gjo;"	 1502	 1795	 1671	 1388
"SEED-2021;Metabolism;Amino Acids and Derivatives;Histidine Metabolism;Histidine Degradation;"	 1287	 1475	 1727	 1146
"SEED-2021;Metabolism;Amino Acids and Derivatives;L-Amino acid oxidases: lysine-epsilon oxidase LodA;"	 43	 2	 2	 45
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Diaminopimelate Synthesis ;"	 217	 94	 55	 157
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Aspartate to Threonine Module;"	 1182	 1692	 1747	 952
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine dioxygenase containing cluster 1;"	 271	 74	 75	 252
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Cysteine synthesis;"	 2692	 2354	 2612	 2519
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Fructoselysine and glucoselysine;"	 0	 1	 2	 1
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;L-2-amino-adipate to lysine module;"	 0	 1	 2	 1
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine Biosynthesis via alpha-aminoadipate AAA;"	 44	 197	 171	 44
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine DAP biosynthetic pathway;"	 1004	 1178	 1220	 925
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine fermentation;"	 843	 524	 681	 1250
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine fermentation to crotonoyl-CoA;"	 173	 199	 228	 321
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Lysine leader peptide;"	 16	 12	 16	 13
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Methionine Salvage;"	 395	 249	 313	 380
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;S-methylmethionine;"	 35	 39	 57	 31
"SEED-2021;Metabolism;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;Sulfur transfer pathway CsdAEL;"	 2	 7	 1	 5
"SEED-2021;Metabolism;Amino Acids and Derivatives;LysX and ArgX disambiguation;"	 5	 20	 25	 2
"SEED-2021;Metabolism;Amino Acids and Derivatives;Phosphonoalanine utilization;"	 2	 2	 1	 0
"SEED-2021;Metabolism;Amino Acids and Derivatives;Proline and 4-hydroxyproline;A Hypothetical Protein Related to Proline Metabolism;"	 45	 50	 82	 49
"SEED-2021;Metabolism;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline biosynthesis (for review);"	 2218	 2653	 2913	 1988
"SEED-2021;Metabolism;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline Synthesis;"	 257	 382	 400	 173
"SEED-2021;Metabolism;Amino Acids and Derivatives;Proline and 4-hydroxyproline;Proline, 4-hydroxyproline uptake and utilization;"	 1351	 1077	 1217	 1391
"SEED-2021;Metabolism;Carbohydrates;Amino sugars and nucleotide sugars ;2,3-diacetamido-2,3-dideoxy-d-mannuronic acid;"	 321	 661	 740	 251
"SEED-2021;Metabolism;Carbohydrates;Amino sugars and nucleotide sugars ;CMP-legionaminic acid synthesis;"	 36	 104	 89	 19
"SEED-2021;Metabolism;Carbohydrates;Amino sugars and nucleotide sugars ;D-glucosaminate utilization;"	 103	 24	 14	 100
"SEED-2021;Metabolism;Carbohydrates;Amino sugars and nucleotide sugars ;Hyaluronate utilization;"	 0	 10	 7	 3
"SEED-2021;Metabolism;Carbohydrates;Amino sugars and nucleotide sugars ;N-acetylneuraminate utilization;"	 229	 392	 530	 216
"SEED-2021;Metabolism;Carbohydrates;Acetone carboxylase;"	 25	 27	 124	 2
"SEED-2021;Metabolism;Carbohydrates;Agrocinopine utilization;"	 0	 1	 1	 0
"SEED-2021;Metabolism;Carbohydrates;C-1 compound metabolism;Formaldehyde assimilation: Ribulose monophosphate pathway;"	 41	 172	 154	 24
"SEED-2021;Metabolism;Carbohydrates;C-1 compound metabolism;One-carbon metabolism by tetrahydropterines;"	 1094	 1598	 1775	 935
"SEED-2021;Metabolism;Carbohydrates;C-1 compound metabolism;S-Adenosyl-L-homocysteine recycling;"	 2365	 2767	 2781	 2165
"SEED-2021;Metabolism;Carbohydrates;Carboxylic acids;Alpha-acetolactate operon;"	 10	 10	 1	 24
"SEED-2021;Metabolism;Carbohydrates;Carboxylic acids;Malonate decarboxylase;"	 73	 13	 6	 92
"SEED-2021;Metabolism;Carbohydrates;Carboxylic acids;Tricarballylate Utilization;"	 74	 8	 9	 76
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;Acetyl-CoA Pathway Wood-Ljungdahl;"	 0	 298	 375	 0
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;Calvin-Benson cycle;"	 130	 169	 143	 93
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;Carboxysome;"	 2	 2	 4	 0
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;Methylenetetrahydrofolate reductase;"	 18	 125	 168	 16
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;Photorespiration (oxidative C2 cycle);"	 1173	 797	 770	 939
"SEED-2021;Metabolism;Carbohydrates;CO2 fixation;RuBisCO operon;"	 192	 64	 92	 116
"SEED-2021;Metabolism;Carbohydrates;Di- and oligosaccharides;2-O-alpha-mannosyl-D-glycerate utilization;"	 6	 46	 33	 1
"SEED-2021;Metabolism;Carbohydrates;Di- and oligosaccharides;Chitobiose;"	 0	 2	 1	 0
"SEED-2021;Metabolism;Carbohydrates;Di- and oligosaccharides;Galactose utilization;"	 3339	 4700	 4731	 2808
"SEED-2021;Metabolism;Carbohydrates;Di- and oligosaccharides;Lactose utilization;"	 1673	 3314	 3567	 1402
"SEED-2021;Metabolism;Carbohydrates;Di- and oligosaccharides;Sucrose to levan conversions;"	 20	 18	 23	 18
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;An Arabinose Sensor;"	 2	 13	 14	 1
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;D-allose utilzation;"	 3	 2	 2	 1
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;D-Galacturonate and D-Glucuronate Utilization;"	 1046	 1592	 1940	 949
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;D-gluconate and ketogluconates metabolism;"	 1188	 523	 574	 1266
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;D-xylose utilization;"	 3	 6	 13	 1
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;GDP-fucose to mannose-1P module;"	 1180	 1918	 1864	 1074
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;Hexose phosphate transport system;"	 0	 0	 2	 2
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;L-ascorbate utilization (and related gene clusters);"	 1	 17	 25	 1
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;L-fucose dissimilation cluster;"	 11	 169	 235	 17
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;L-fucose utilization;"	 988	 868	 952	 923
"SEED-2021;Metabolism;Carbohydrates;Monosaccharides;Tagatose utilization;"	 0	 2	 3	 0
"SEED-2021;Metabolism;Carbohydrates;Polysaccharides;Carbon storage regulator;"	 39	 23	 24	 22
"SEED-2021;Metabolism;Carbohydrates;Polysaccharides;Glycogen metabolism;"	 3642	 3700	 3884	 3076
"SEED-2021;Metabolism;Carbohydrates;Sugar acids;CMP-pseudaminic acid synthesis;"	 2	 4	 1	 3
"SEED-2021;Metabolism;Carbohydrates;Sugar acids;D-galacturonate utilization, oxidative pathway;"	 1	 1	 3	 1
"SEED-2021;Metabolism;Carbohydrates;Sugar acids;D-threonate, L-threonate and D-erythronate utilization;"	 122	 40	 46	 115
"SEED-2021;Metabolism;Carbohydrates;Sugar acids;L-galactonate utilization;"	 9	 0	 0	 5
"SEED-2021;Metabolism;Carbohydrates;Sugar acids;L-rhamnonate utilization cluster;"	 0	 2	 0	 0
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;D-altritol utilization;"	 11	 17	 13	 29
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;D-arabinitol utilization;"	 51	 36	 31	 36
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;Ethanolamine utilization;"	 202	 70	 61	 193
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;Glycerol utilization cluster;"	 116	 19	 46	 152
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;Inositol catabolism;"	 1979	 2194	 2420	 1833
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;Propanediol utilization;"	 14	 31	 51	 39
"SEED-2021;Metabolism;Carbohydrates;Sugar alcohols;Ribitol utilization;"	 212	 46	 49	 294
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Biotin;Biotin biosynthesis;"	 1249	 1513	 1926	 954
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Biotin;Biotin synthesis & utilization;"	 5429	 3618	 3707	 6277
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Biotin;Biotin synthesis cluster;"	 610	 475	 427	 549
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Carotenoids;Biosynthesis of 4,4'-diapolycopene dialdehyde;"	 5	 13	 9	 5
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Carotenoids;Carotenogenesis related cluster;"	 3	 3	 3	 0
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Coenzyme A;Coenzyme A -- gjo;"	 282	 339	 360	 284
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Coenzyme A;Coenzyme A Biosynthesis cluster;"	 1084	 1248	 1558	 911
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Coenzyme B;Coenzyme B synthesis;"	 0	 45	 18	 1
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Coenzyme F420;Coenzyme F420 synthesis;"	 480	 412	 412	 572
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Fe-S clusters;Fe-S cluster assembly;"	 2410	 3130	 3567	 2051
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Folate and pterines;Folate Biosynthesis;"	 1566	 1861	 2076	 1583
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Folate and pterines;Folate biosynthesis cluster;"	 2454	 2746	 2957	 2067
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Folate and pterines;Molybdenum cofactor biosynthesis;"	 1972	 2094	 2157	 1749
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Folate and pterines;p-Aminobenzoyl-Glutamate Utilization;"	 0	 11	 9	 0
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Folate and pterines;Pterin synthesis related cluster;"	 418	 356	 285	 270
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Lipoic acid;Lipoic acid metabolism;"	 674	 1056	 1330	 555
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Lipoic acid;Lipoylated proteins;"	 2617	 2703	 3088	 2066
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Methanofuran biosynthesis;"	 1	 97	 40	 1
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Molybdopterin cytosine dinucleotide;"	 917	 157	 139	 901
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Mycofactocin;Mycofactocin system cluster;"	 182	 70	 29	 192
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;NAD and NADP;NAD and NADP cofactor biosynthesis bacterial;"	 23	 34	 28	 23
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;NAD and NADP;NAD and NADP cofactor biosynthesis global;"	 2207	 2873	 2993	 2140
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Pyridoxine;Pyridoxin (Vitamin B6) Biosynthesis;"	 3170	 3357	 3649	 3050
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Pyridoxine;Pyridoxin(Vitamin B6) Degradation Pathway;"	 31	 3	 1	 24
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Coenzyme PQQ synthesis;"	 17	 2	 3	 23
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate;"	 388	 292	 447	 419
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate;"	 855	 1053	 965	 663
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Pyrroloquinoline Quinone biosynthesis;"	 333	 77	 104	 376
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria;"	 10	 8	 13	 9
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Quinone cofactors;Ubiquinone biosynthesis;"	 616	 120	 107	 698
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Riboflavin, FMN, FAD;Riboflavin, FMN and FAD biosynthesis in Archaea;"	 4	 116	 45	 1
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Riboflavin, FMN, FAD;Riboflavin, FMN and FAD metabolism with fusion events;"	 1634	 1585	 1627	 1482
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;BtuS-PduT gene cluster for metalloporphyrine salvage;"	 2	 13	 11	 5
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Chlorophyll a synthase and phytol kinase cluster;"	 3	 7	 8	 3
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Chlorophyll Biosynthesis in plants and prokaryotes;"	 167	 15	 36	 50
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Chlorophyll Degradation;"	 1	 0	 0	 1
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Cob(I)alamin adenosyltransferase;"	 126	 135	 167	 86
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Cobalamin synthesis;"	 40	 41	 27	 44
"SEED-2021;Metabolism;Cofactors, Vitamins, Prosthetic Groups;Tetrapyrroles;Cobalamin synthesis from Cob(II)yrinate a,c diamide;"	 603	 649	 623	 734
